,author,title,sentence,sentence_nr,words,kind
771,"Kipling, Rudyard",Kim,But Kim did not suspect that Mahbub Ali known as one of the best horsedealers in the Punjab a wealthy and enterprising trader whose caravans penetrated far and far into the Back of Beyond was registered in one of the locked books of the Indian Survey Department as C25 IB,526,Mahbub Ali,person
772,"Kipling, Rudyard",Kim,But Kim did not suspect that Mahbub Ali known as one of the best horsedealers in the Punjab a wealthy and enterprising trader whose caravans penetrated far and far into the Back of Beyond was registered in one of the locked books of the Indian Survey Department as C25 IB,526,Mahbub Ali,person
778,"Kipling, Rudyard",Kim,It concerned all manner of outoftheway mountain principalities explorers of nationalities other than English and the guntradewas in brief a small portion of that vast mass of information received on which the Indian Government acts,528,India,location
779,"Kipling, Rudyard",Kim,It concerned all manner of outoftheway mountain principalities explorers of nationalities other than English and the guntradewas in brief a small portion of that vast mass of information received on which the Indian Government acts,528,Mahbub Ali,person
781,"Kipling, Rudyard",Kim,But recently five confederated Kings who had no business to confederate had been informed by a kindly Northern Power that there was a leakage of news from their territories into British India,529,India,location
788,"Kipling, Rudyard",Kim,At least his caravan that season had been ambushed and shot at twice on the way down when Mahbubs men accounted for three strange ruffians who might or might not have been hired for the job,532,Mahbub Ali,person
790,"Kipling, Rudyard",Kim,At least his caravan that season had been ambushed and shot at twice on the way down when Mahbubs men accounted for three strange ruffians who might or might not have been hired for the job,532,Mahbub Ali,person
791,"Kipling, Rudyard",Kim,Therefore Mahbub had avoided halting at the insalubrious city of Peshawur and had come through without stop to Lahore where knowing his countrypeople he anticipated curious developments,533,Mahbub Ali,person
792,"Kipling, Rudyard",Kim,Therefore Mahbub had avoided halting at the insalubrious city of Peshawur and had come through without stop to Lahore where knowing his countrypeople he anticipated curious developments,533,Lahore,location
794,"Kipling, Rudyard",Kim,And there was that on Mahbub Ali which he did not wish to keep an hour longer than was necessarya wad of closely folded tissuepaper wrapped in oilskinan impersonal unaddressed statement with five microscopic pinholes in one corner that most scandalously betrayed the five confederated Kings the sympathetic Northern Power a Hindu banker in Peshawur a firm of gunmakers in Belgium and an important semiindependent Mohammedan ruler to the south,534,Mahbub Ali,person
795,"Kipling, Rudyard",Kim,And there was that on Mahbub Ali which he did not wish to keep an hour longer than was necessarya wad of closely folded tissuepaper wrapped in oilskinan impersonal unaddressed statement with five microscopic pinholes in one corner that most scandalously betrayed the five confederated Kings the sympathetic Northern Power a Hindu banker in Peshawur a firm of gunmakers in Belgium and an important semiindependent Mohammedan ruler to the south,534,Mahbub Ali,person
796,"Kipling, Rudyard",Kim,And there was that on Mahbub Ali which he did not wish to keep an hour longer than was necessarya wad of closely folded tissuepaper wrapped in oilskinan impersonal unaddressed statement with five microscopic pinholes in one corner that most scandalously betrayed the five confederated Kings the sympathetic Northern Power a Hindu banker in Peshawur a firm of gunmakers in Belgium and an important semiindependent Mohammedan ruler to the south,534,Belgium,location
797,"Kipling, Rudyard",Kim,And there was that on Mahbub Ali which he did not wish to keep an hour longer than was necessarya wad of closely folded tissuepaper wrapped in oilskinan impersonal unaddressed statement with five microscopic pinholes in one corner that most scandalously betrayed the five confederated Kings the sympathetic Northern Power a Hindu banker in Peshawur a firm of gunmakers in Belgium and an important semiindependent Mohammedan ruler to the south,534,Mahbub Ali,person
800,"Kipling, Rudyard",Kim,And there was that on Mahbub Ali which he did not wish to keep an hour longer than was necessarya wad of closely folded tissuepaper wrapped in oilskinan impersonal unaddressed statement with five microscopic pinholes in one corner that most scandalously betrayed the five confederated Kings the sympathetic Northern Power a Hindu banker in Peshawur a firm of gunmakers in Belgium and an important semiindependent Mohammedan ruler to the south,534,Dan Dravot,person
803,"Kipling, Rudyard",Kim,This last was R17s work which Mahbub had picked up beyond the Dora Pass and was carrying in for R17 who owing to circumstances over which he had no control could not leave his post of observation,535,Mahbub Ali,person
806,"Kipling, Rudyard",Kim,Mahbub had no particular desire to die by violence because two or three family bloodfeuds across the Border hung unfinished on his hands and when these scores were cleared he intended to settle down as a more or less virtuous citizen,537,Mahbub Ali,person
808,"Kipling, Rudyard",Kim,He had never passed the serai gate since his arrival two days ago but had been ostentatious in sending telegrams to Bombay where he banked some of his money to Delhi where a subpartner of his own clan was selling horses to the agent of a Rajputana state and to Umballa where an Englishman was excitedly demanding the pedigree of a white stallion,538,Delhi,location
809,"Kipling, Rudyard",Kim,He had never passed the serai gate since his arrival two days ago but had been ostentatious in sending telegrams to Bombay where he banked some of his money to Delhi where a subpartner of his own clan was selling horses to the agent of a Rajputana state and to Umballa where an Englishman was excitedly demanding the pedigree of a white stallion,538,Bombay,location
810,"Kipling, Rudyard",Kim,He had never passed the serai gate since his arrival two days ago but had been ostentatious in sending telegrams to Bombay where he banked some of his money to Delhi where a subpartner of his own clan was selling horses to the agent of a Rajputana state and to Umballa where an Englishman was excitedly demanding the pedigree of a white stallion,538,Umballa,location
813,"Kipling, Rudyard",Kim,The public letterwriter who knew English composed excellent telegrams such as  Creighton Laurel Bank Umballa,539,Umballa,location
815,"Kipling, Rudyard",Kim,The public letterwriter who knew English composed excellent telegrams such as  Creighton Laurel Bank Umballa,539,Creighton,person
821,"Kipling, Rudyard",Kim, To his subpartner at Delhi he wired  Lutuf Ullah,544,Delhi,location
822,"Kipling, Rudyard",Kim, To his subpartner at Delhi he wired  Lutuf Ullah,544,Lutuf Ullah,person
826,"Kipling, Rudyard",Kim,When in Mahbubs own picturesque language he had muddied the wells of inquiry with the stick of precaution Kim had dropped on him sent from Heaven and being as prompt as he was unscrupulous Mahbub Ali used to taking all sorts of gusty chances pressed him into service on the spot,547,Kim,person
827,"Kipling, Rudyard",Kim,When in Mahbubs own picturesque language he had muddied the wells of inquiry with the stick of precaution Kim had dropped on him sent from Heaven and being as prompt as he was unscrupulous Mahbub Ali used to taking all sorts of gusty chances pressed him into service on the spot,547,Mahbub Ali,person
828,"Kipling, Rudyard",Kim,When in Mahbubs own picturesque language he had muddied the wells of inquiry with the stick of precaution Kim had dropped on him sent from Heaven and being as prompt as he was unscrupulous Mahbub Ali used to taking all sorts of gusty chances pressed him into service on the spot,547,Mahbub Ali,person
830,"Kipling, Rudyard",Kim,When in Mahbubs own picturesque language he had muddied the wells of inquiry with the stick of precaution Kim had dropped on him sent from Heaven and being as prompt as he was unscrupulous Mahbub Ali used to taking all sorts of gusty chances pressed him into service on the spot,547,Mahbub Ali,person
834,"Kipling, Rudyard",Kim,When in Mahbubs own picturesque language he had muddied the wells of inquiry with the stick of precaution Kim had dropped on him sent from Heaven and being as prompt as he was unscrupulous Mahbub Ali used to taking all sorts of gusty chances pressed him into service on the spot,547,Mahbub Ali,person
836,"Kipling, Rudyard",Kim,A wandering lama with a lowcaste boyservant might attract a moments interest as they wandered about India the land of pilgrims but no one would suspect them or what was more to the point rob,548,India,location
840,"Kipling, Rudyard",Kim,And he would go up to Umballa leisurely andat a certain risk of exciting fresh suspicionrepeat his tale by word of mouth to the people concerned,551,Umballa,location
844,"Kipling, Rudyard",Kim,However God was great and Mahbub Ali felt he had done all he could for the time being,553,Mahbub Ali,person
845,"Kipling, Rudyard",Kim,However God was great and Mahbub Ali felt he had done all he could for the time being,553,Mahbub Ali,person
846,"Kipling, Rudyard",Kim,However God was great and Mahbub Ali felt he had done all he could for the time being,553,Mahbub Ali,person
848,"Kipling, Rudyard",Kim,Kim was the one soul in the world who had never told him a lie,554,Kim,person
850,"Kipling, Rudyard",Kim,That would have been a fatal blot on Kims character if Mahbub had not known that to others for his own ends or Mahbubs business Kim could lie like an Oriental,555,Kim,person
853,"Kipling, Rudyard",Kim,That would have been a fatal blot on Kims character if Mahbub had not known that to others for his own ends or Mahbubs business Kim could lie like an Oriental,555,Mahbub Ali,person
856,"Kipling, Rudyard",Kim,That would have been a fatal blot on Kims character if Mahbub had not known that to others for his own ends or Mahbubs business Kim could lie like an Oriental,555,Mahbub Ali,person
857,"Kipling, Rudyard",Kim,Then Mahbub Ali rolled across the serai to the Gate of the Harpies who paint their eyes and trap the stranger and was at some pains to call on the one girl who he had reason to believe was a particular friend of a smoothfaced Kashmiri pundit who had waylaid his simple Balti in the matter of the telegrams,556,Mahbub Ali,person
858,"Kipling, Rudyard",Kim,Then Mahbub Ali rolled across the serai to the Gate of the Harpies who paint their eyes and trap the stranger and was at some pains to call on the one girl who he had reason to believe was a particular friend of a smoothfaced Kashmiri pundit who had waylaid his simple Balti in the matter of the telegrams,556,Mahbub Ali,person
859,"Kipling, Rudyard",Kim,Then Mahbub Ali rolled across the serai to the Gate of the Harpies who paint their eyes and trap the stranger and was at some pains to call on the one girl who he had reason to believe was a particular friend of a smoothfaced Kashmiri pundit who had waylaid his simple Balti in the matter of the telegrams,556,Mahbub Ali,person
861,"Kipling, Rudyard",Kim,It was an utterly foolish thing to do because they fell to drinking perfumed brandy against the Law of the Prophet and Mahbub grew wonderfully drunk and the gates of his mouth were loosened and he pursued the Flower of Delight with the feet of intoxication till he fell flat among the cushions where the Flower of Delight aided by a smoothfaced Kashmiri pundit searched him from head to foot most thoroughly,557,Mahbub Ali,person
866,"Kipling, Rudyard",Kim,About the same hour Kim heard soft feet in Mahbubs deserted stall,558,Kim,person
868,"Kipling, Rudyard",Kim,About the same hour Kim heard soft feet in Mahbubs deserted stall,558,Mahbub Ali,person
871,"Kipling, Rudyard",Kim,About the same hour Kim heard soft feet in Mahbubs deserted stall,558,Mahbub Ali,person
872,"Kipling, Rudyard",Kim,The horsetrader curiously enough had left his door unlocked and his men were busy celebrating their return to India with a whole sheep of Mahbubs bounty,559,India,location
